amfi_code,cagr,sharpe_ratio,alpha,beta,max_drawdown,return_rank,sharpe_rank,alpha_rank,dd_rank,fund_score,risk_grade
148567,0.309499203628742,364.9693749222175,0.2698375144191807,0.0236835580758486,-0.1126572907502827,5.0,1.0,7.0,33.0,9.608540925266906,High
120843,0.308833255251546,329.2994803247959,0.2733046503830605,-0.0228295697924265,-0.1297396816518679,6.0,2.0,5.0,28.0,8.362989323843415,High
148569,0.3192448584815872,311.20236649513106,0.2827036785246582,0.0181338840838592,-0.1639674294693263,4.0,3.0,4.0,20.0,3.558718861209963,High
